Complaint_ID,Complaint_Text,Complaint_Type,Block,Floor,Room_No,Category,Duration,Students_Affected,Support_Count,Priority,Status,Complaint_Date
C0351,"Mess timing keeps changing without any notice, we end up missing dinner, since last Friday.",Public,B,First,19,Mess,since last Friday,131,36,Medium,Resolved,21-07-2026
C0352,"Mess timing keeps changing without any notice, we end up missing dinner. Thanks in advance.",Public,C,Ground,8,Mess,for over a week,63,12,Medium,In Progress,21-07-2026
C0353,Wall paint near my bed has started peeling off pretty badly. This is getting really frustrating.,Public,B,First,14,Furniture,since noon,1,0,Low,In Progress,21-07-2026
C0354,Study table in the common area on First floor has a broken drawer. Its been really inconvenient for all of us.,Public,B,First,15,Furniture,since last week,12,2,Low,Pending,21-07-2026
C0355,"Dropped my laptop charger somewhere between the library and Block B, if anyone finds it please let me know, for the past 2 days. Kindly send someone to look at it.",Private,B,Ground,4,Security,for the past 2 days,1,0,Low,Pending,22-07-2026
C0356,"hello, false ceiling panel near the stairwell fell down suddenly yesterday",Public,C,First,16,Furniture,since yesterday,38,22,High,Resolved,22-07-2026
C0357,"Mess hall tables are always sticky and the floor never actually gets mopped, since this evening.",Public,C,Ground,10,Mess,since this evening,116,56,High,In Progress,22-07-2026
C0358,"Water tank supplying Block A seems empty, taps have been running dry since morning.",Public,A,Ground,3,Water Supply,since this morning,16,0,High,In Progress,22-07-2026
C0359,"sir, geyser pipe connection is leaking hot water near the switch, feels pretty dangerous, for 3-4 days now. Kindly resolve at the earliest",Public,C,First,14,Leakage,for 3-4 days now,1,0,High,Resolved,22-07-2026
C0360,"My ID card went missing from the room, not really sure if it was stolen or just misplaced, since Monday. Please look into this at the earliest.",Private,C,First,11,Security,since Monday,2,0,Low,In Progress,22-07-2026
C0361,"Sir, mess hall tables are always sticky and the floor never actually gets mopped, since noon. Kindly resolve at the earliest.",Public,C,Ground,8,Mess,since noon,58,14,High,In Progress,22-07-2026
C0362,Theres a big water tank overflow issue on the terrace thats been going on for days.,Public,C,Ground,10,Furniture,for 4 days now,132,65,High,In Progress,22-07-2026
C0363,"Since last week, lost my spectacles somewhere near Block C, would really appreciate any help finding it.",Private,C,First,17,Security,since last week,1,0,Low,Resolved,23-07-2026
C0364,"Hello, flush in the common washroom on Second floor isnt working properly at all.",Public,C,Second,30,Washroom,for 6 days,40,11,High,Resolved,23-07-2026
C0365,Tube light in my room keeps flickering non stop and its giving me a headache.,Public,C,First,15,Electricity,since Wednesday,1,0,Low,Pending,23-07-2026
C0366,"My clothes went missing from the washing machine, this is actually the second time this month. Please look into this.",Public,C,Ground,4,Laundry,for a month now,2,0,Medium,Resolved,23-07-2026
C0367,"a group keeps playing loud games in the corridor past midnight almost every day, pls fix asap",Public,A,Second,22,Noise,for over a week,37,3,Low,Resolved,24-07-2026
C0368,"Someone unknown tried 2 enter our floor around midnight, the entry log wasnt even checked, fr a month now.",Private,A,Ground,5,Security,for a month now,24,12,High,Pending,24-07-2026
C0369,"rO purifier on First floor of Block B stopped working, water tastes really weird now, need this fixed soon",Public,B,First,14,Water Supply,for the past 2 days,27,0,Medium,Rejected,24-07-2026
C0370,Door lock of the common entrance isnt latching properly.,Private,B,Ground,7,Security,for almost a week,31,0,High,In Progress,24-07-2026
C0371,"hello, the main entrance door of Block A doesnt close properly at night anymore.",Public,A,Second,29,Door,since Monday,66,15,Low,Pending,25-07-2026
C0372,"Sir, my earphones went missing from the room, not really sure if it was stolen or just misplaced, since 30 minutes. Kindly resolve at the earliest",Private,B,First,16,Security,since 30 minutes,1,0,Low,Resolved,26-07-2026
C0373,Lift floor indicator display isnt working so we cant tell which floor we are on.,Public,A,First,18,Lift,since last week,40,0,Low,In Progress,26-07-2026
C0374,"Lost my water bottle somewhere near Block A, would really appreciate any help finding it.",Private,A,Second,23,Security,for the past 3 days,1,0,Low,Pending,26-07-2026
C0375,"The washroom tap in my room is leaking non stop and wasting so much water, for 3-4 days now.",Public,C,First,18,Leakage,for 3-4 days now,1,0,Medium,Pending,26-07-2026
C0376,cockroaches keep coming out of the drain in my washroom every night!!,Public,A,First,13,Pest Control,for over a week,1,0,Low,Pending,26-07-2026
C0377,"Since noon, corridor lights on Second floor have been flickering on and off for no reason.",Public,C,Second,25,Electricity,since noon,35,4,High,In Progress,27-07-2026
C0378,"Internet speed on Second floor becomes unusably slow after around 8pm, for 6 days.",Public,B,Second,21,WiFi,for 6 days,23,4,High,Rejected,27-07-2026
C0379,"Theres a moldy smell coming from the bathroom ceiling, it wont go away. Please look into this.",Public,C,Second,22,Washroom,since Wednesday,1,1,Medium,Rejected,27-07-2026
C0380,Hot water in the geyser runs out within five minutes every single morning!!,Public,A,First,16,Water Supply,for over a week,1,0,Low,Rejected,27-07-2026
C0381,"hot water in the geyser runs out within five minutes every single morning, pls fix asap",Public,B,Second,21,Water Supply,for over a week,2,0,Low,Resolved,27-07-2026
C0382,"my room door lock is jammed, I had to climb through the window yesterday. pls look into this at the earliest",Public,C,Second,30,Furniture,since yesterday,1,0,High,Pending,27-07-2026
C0383,"the electrical panel near the stairwell keeps making a buzzing sound, sounds unsafe. Kindly send someone to look at it.",Public,B,Ground,4,Electricity,for 2 weeks now,29,8,High,Resolved,27-07-2026
C0384,"Fan in Room 6 makes a loud grinding noise and wobbles when running on high speed, fr almost a week. Please fix this as soon as possible.",Public,A,Ground,9,Electricity,for almost a week,1,0,Medium,Pending,28-07-2026
C0385,"Respected Warden, door lock of the common entrance isnt latching properly, it just swings open, since yesterday. Kindly resolve at the earliest.",Private,B,First,11,Security,since yesterday,15,8,High,In Progress,28-07-2026
C0386,"Since this morning, construction work right outside starts at 6am and its impossible to get any sleep.",Public,B,Second,24,Noise,since this morning,58,9,High,Rejected,28-07-2026
C0387,"My room door lock is jammed, I had to climb through the window yesterday.",Public,C,Second,28,Furniture,since yesterday,1,0,High,Pending,28-07-2026
C0388,"Since this evening, mosquitoes are unbearable in the evenings, we havent been given any nets or repellent.",Public,C,First,14,Pest Control,since this evening,37,3,Medium,In Progress,29-07-2026
C0389,Boundary wall near Block B has a visible crack running through it.,Public,B,Second,22,Furniture,since Wednesday,108,32,High,Pending,29-07-2026
C0390,"Lost my phone charger somewhere near Block A, would really appreciate any help finding it. Please look into this at the earliest.",Private,A,First,20,Security,since 30 minutes,1,0,Low,In Progress,29-07-2026
C0391,"My bed frame is creaking really badly and one leg feels loose, since Monday",Public,B,First,18,Furniture,since Monday,1,0,Medium,Resolved,29-07-2026
C0392,"Hi, misplaced my bunch of keys in the common area, it has my name written on it, since last week. Kindly resolve at the earliest.",Private,A,Ground,5,Security,since last week,2,0,Low,Rejected,30-07-2026
C0393,Sofa in the common room has a broken leg and keeps tilting to one side.,Public,C,First,18,Furniture,since noon,17,7,Low,In Progress,30-07-2026
C0394,"water coming out of the tap looks yellowish and smells kind of bad, for more than 10 days!!",Public,C,First,13,Water Supply,for more than 10 days,39,16,High,Resolved,30-07-2026
C0395,Water coming out of the tap looks yellowish and smells kind of bad. Please look into this.,Public,B,Second,23,Water Supply,since Wednesday,11,3,High,In Progress,30-07-2026
C0396,"Laundry area tap is leaking badly, theres always a puddle near the machines.",Public,C,Ground,3,Laundry,since Monday,16,4,Medium,In Progress,31-07-2026
C0397,"Since last Friday, lost my wrist watch somewhere near Block B, would really appreciate any help finding it.",Private,B,Second,27,Security,since last Friday,1,0,Low,Pending,31-07-2026
C0398,"For over a week, fan in Room 36 makes a loud grinding noise and wobbles when running on high speed.",Public,C,First,11,Electricity,for over a week,1,0,Low,Pending,31-07-2026
C0399,Study table drawer in Room 33 is stuck and just wont open.,Public,C,Second,21,Furniture,for over a week,1,0,Low,In Progress,31-07-2026
C0400,"The lift interior light has been dim for days now, kind of unpleasant to use at night.",Public,B,First,19,Lift,for 4 days now,20,4,Low,Resolved,31-07-2026
C0401,"Madam, shower in the common bathroom only gives cold water no matter how long you wait.",Public,B,Fourth,41,Washroom,since 2 hours,8,3,Medium,Resolved,11-05-2026
C0402,"Dear Warden, wifi speed in the corner rooms is always weaker than the rest of the floor.",Public,A,Ground,3,WiFi,since Monday,6,1,Low,Pending,18-07-2026
C0403,"Madam, there was no water at all on our floor for almost the whole morning.",Public,B,First,14,Water Supply,since last night,41,9,High,In Progress,25-03-2026
C0404,"To whoever is in charge, an outsider was seen loitering near the block gate late at night and nobody stopped him. Please fix this soon.",Public,B,Fourth,47,Security,for the last few days,53,15,Critical,In Progress,25-03-2026
C0405,"Hello, window latch in my room is a bit stiff but still usable. Please fix this soon.",Public,B,Second,21,Window,since two days back,2,1,Low,In Progress,23-06-2026
C0406,"Hi, my laptop was stolen from my room while i had stepped out for dinner.",Private,B,First,16,Security,since two days back,1,1,High,Pending,26-07-2026
C0407,The washroom on our floor hasnt been cleaned properly in a while. Hope this gets resolved soon.,Public,B,Fourth,41,Washroom,since last night,9,5,Medium,Pending,18-07-2026
C0408,"Sir, the water cooler on our floor makes a loud buzzing noise, for 4 days now. Need this fixed soon.",Public,A,Second,29,Water Cooler,since last Friday,9,6,Low,Rejected,06-03-2026
C0409,"Madam, wifi speed has dropped drastically since the new semester started. This needs urgent attention.",Public,B,First,12,WiFi,for a month now,24,12,Medium,In Progress,21-06-2026
C0410,"Good morning, there was a complete power outage on our floor for almost the entire night. Kindly send someone to check.",Public,C,Third,33,Electricity,since Wednesday,39,21,High,Pending,09-05-2026
C0411,"Hey, there is a slight rattling sound from the fan blade in my room, not too bothersome yet. Not happy about this at all.",Public,B,Second,23,Fan,since two days back,1,0,Low,In Progress,26-05-2026
C0412,"Good morning, there are quite a few mosquitoes near the washroom area every evening. Someone please check this.",Public,C,Ground,1,Pest Control,for over a week,11,9,Medium,Pending,19-07-2026
C0413,"Just wanted to mention, the lift has been making a grinding noise and stopping abruptly between floors, for 6 days. Kindly send someone to check.",Public,A,Ground,1,Lift,for 5 hours,36,25,High,Resolved,14-06-2026
C0414,"Madam, the ethernet port in my room hasnt been working for the past few days. Kindly resolve at the earliest.",Public,C,Ground,8,Internet,for over a week,15,12,Medium,In Progress,18-07-2026
C0415,"Madam, someone parked a bike blocking the fire exit near the parking area. Please fix this soon.",Public,C,Second,24,Parking,for 2 weeks now,18,12,Medium,Pending,13-07-2026
C0416,"Hi, water coming out of the tap looks slightly cloudy and has a strange smell, for almost a week. Hope this gets resolved soon.",Public,C,Second,23,Water Supply,for over a week,14,4,Medium,In Progress,09-02-2026
C0417,"Hey, wifi speed has dropped drastically since the new semester started. Please treat this as urgent.",Public,A,First,17,WiFi,since Tuesday,27,21,Medium,Pending,29-07-2026
C0418,"Respected Warden, the mess only had one curry option today which felt less compared to usual. Someone please check this.",Public,B,Second,27,Mess,for 6 days,13,9,Low,Pending,12-07-2026
C0419,"Hey, the washroom light on our floor stays off no matter how many times we flip the switch, for 3-4 days now.",Public,A,Third,37,Light,for a month now,3,1,Medium,Pending,24-07-2026
C0420,"Excuse me, water supply has been irregular the entire week, some days it just doesnt come.",Public,A,Third,33,Water Supply,for almost a week,34,9,High,Resolved,14-03-2026
C0421,"Hello, the vegetables in todays lunch were not washed properly, could see mud on them. Please treat this as urgent.",Public,B,Fourth,48,Mess,for more than 10 days,15,10,Medium,Resolved,15-05-2026
C0422,"The timing of water supply keeps shifting and nobody tells us in advance, for close to a fortnight.",Public,B,Fourth,50,Water Supply,for 2 weeks now,14,4,Medium,Pending,11-07-2026
C0423,The door handle in my room feels loose and might fall off soon. Kindly resolve at the earliest.,Public,B,Fourth,42,Door,for 3-4 days now,1,1,Low,Pending,19-05-2026
C0424,There are quite a few mosquitoes near the washroom area every evening. Thanks in advance.,Public,A,First,20,Pest Control,since last Friday,20,5,Medium,Rejected,25-01-2026
C0425,"Respected Warden, one of the washroom doors doesnt latch shut properly. Please look into this.",Public,A,Ground,7,Washroom,for the past few hours,15,3,Medium,Rejected,26-06-2026
C0426,"Sir, cycle stand near the block entrance is overcrowded, hardly any space left, since 2 hours. Please fix this soon.",Public,A,Third,40,Parking,for 4 days now,18,12,Low,Pending,15-06-2026
C0427,"To whoever is in charge, the food served at dinner today tasted undercooked and a few of us felt uneasy after eating it. Please look into this.",Public,B,Fourth,44,Mess,for 6 days,49,23,High,Pending,05-07-2026
C0428,"Hey, construction work outside starts really early and disturbs everyone trying to study. Need this fixed soon.",Public,A,First,20,Noise,since 2 hours,28,15,Medium,Pending,12-07-2026
C0429,"Quick complaint, wifi speed has dropped drastically since the new semester started. Thanks in advance.",Public,C,Second,28,WiFi,for the past 3 days,29,20,Medium,Resolved,13-04-2026
C0430,"Hey, there was a small insect found in todays sabzi, several of us noticed it. Would help a lot if this got fixed.",Public,C,Second,29,Mess,since 30 minutes,35,14,High,Pending,12-07-2026
C0431,The laundry service keeps delaying pickups by almost a week now. Please fix this soon.,Public,B,First,18,Laundry,since last night,3,2,Medium,Rejected,29-05-2026
C0432,"To whoever is in charge, the chair in my room has a broken leg and wobbles every time i sit on it, since Wednesday. Need this fixed soon.",Public,B,Ground,1,Furniture,since Wednesday,1,0,Low,Rejected,05-06-2026
C0433,"Good morning, the door handle in my room feels loose and might fall off soon. This is getting really frustrating.",Public,B,Second,28,Door,since 30 minutes,2,1,Low,Resolved,17-03-2026
C0434,"Hey, cycle stand near the block entrance is overcrowded, hardly any space left. Please look into this.",Public,B,Ground,3,Parking,since this afternoon,19,15,Low,Resolved,27-03-2026
C0435,"Dear Warden, wifi speed has dropped drastically since the new semester started. Kindly send someone to check.",Public,A,Fourth,45,WiFi,for close to a fortnight,33,28,Medium,Resolved,09-06-2026
C0436,"Good morning, one of my shirts came back from laundry with a tear that wasnt there before. Need this fixed soon.",Public,A,Ground,3,Laundry,since Wednesday,1,0,Low,Pending,20-07-2026
C0437,"Just wanted to mention, there was no water at all on our floor for almost the whole morning. Someone please check this.",Public,C,Fourth,42,Water Supply,since last week,41,13,High,Resolved,07-06-2026
C0438,"Sir, i think someone went through my drawer while i was out, a few things feel out of place, for a month now. Kindly resolve at the earliest.",Private,C,Ground,5,Security,since two days back,1,0,Medium,Resolved,20-04-2026
C0439,"Hey, garbage from the bins near the entrance hasnt been cleared in three days. Kindly resolve at the earliest.",Public,A,Third,37,Cleanliness,for the past few hours,18,9,Medium,Pending,06-07-2026
C0440,"Excuse me, connection keeps dropping every few minutes making it hard to attend online classes. Hope this gets resolved soon.",Public,B,Ground,10,WiFi,since Tuesday,33,27,Medium,Rejected,24-03-2026
C0441,"Hey, the tank supplying our floor seems to have run dry, taps are just making noise with no water coming out, for more than 10 days. Would help a lot if this got fixed.",Public,C,First,20,Water Supply,for over a week,33,20,High,Pending,16-07-2026
C0442,The same menu has been repeated for four days in a row now. Please fix this soon.,Public,C,Second,28,Mess,for 2 weeks now,24,15,Medium,Pending,06-07-2026
C0443,"Respected Warden, there was a burning smell followed by visible sparks from the wall socket near my bed, since this afternoon. Kindly resolve at the earliest.",Public,B,Second,21,Electricity,since this afternoon,5,2,Critical,Resolved,04-04-2026
C0444,"Quick complaint, flush in the washroom near the stairs has completely stopped working, since noon.",Public,C,Ground,5,Washroom,since last night,29,22,High,Pending,25-07-2026
C0445,"Hello, i think someone went through my drawer while i was out, a few things feel out of place, for a month now.",Private,A,First,12,Security,for 5 hours,2,2,Medium,In Progress,21-06-2026
C0446,"To whoever is in charge, the laundry service keeps delaying pickups by almost a week now. This is getting really frustrating.",Public,C,First,19,Laundry,for almost 2 weeks,2,1,Medium,In Progress,01-06-2026
C0447,"Respected Warden, water coming out of the tap looks slightly cloudy and has a strange smell. Would help a lot if this got fixed.",Public,B,First,15,Water Supply,for a month now,25,19,Medium,Pending,15-07-2026
C0448,"Hey, cctv camera near the back gate hasnt been working for over a week. This needs urgent attention.",Public,A,First,14,Security,since 2 hours,66,28,High,In Progress,24-06-2026
C0449,"Sir, flush in the washroom near the stairs has completely stopped working. pls fix asap",Public,C,Ground,10,Washroom,since this evening,25,19,High,In Progress,12-07-2026
C0450,"To whoever is in charge, the laundry service keeps delaying pickups by almost a week now. pls fix asap",Public,B,Second,25,Laundry,for almost 2 weeks,3,2,Medium,Pending,15-07-2026
C0451,"Respected Warden, main entrance door of our block has been stuck half open for two days, anyone could walk in at night. This is getting really frustrating.",Public,B,Second,30,Door,since 2 hours,34,11,High,In Progress,13-06-2026
C0452,"Quick complaint, power has been cutting on and off every hour on our floor since yesterday. Kindly resolve at the earliest.",Public,A,Ground,5,Electricity,since last Friday,48,8,High,Resolved,01-03-2026
C0453,"Dear Warden, the wifi on our floor becomes almost unusable every evening after 8. Please treat this as urgent.",Public,C,First,13,WiFi,since Thursday,17,10,Medium,Pending,20-07-2026
C0454,"Hey, the common room hasnt been swept in days, dust has piled up everywhere. Hope this gets resolved soon.",Public,A,First,11,Cleanliness,for close to a fortnight,24,19,Medium,In Progress,10-07-2026
C0455,"Hello, the same menu has been repeated for four days in a row now. Please treat this as urgent.",Public,B,First,15,Mess,since Tuesday,21,18,Medium,In Progress,02-07-2026
C0456,"Just wanted to mention, the vegetables in todays lunch were not washed properly, could see mud on them. Someone please check this.",Public,B,Fourth,47,Mess,since Thursday,23,4,Medium,In Progress,07-02-2026
C0457,"To whoever is in charge, water from the bathroom drain backs up every time someone upstairs uses the washroom. Someone please check this.",Public,B,Third,36,Drainage,since this afternoon,22,13,High,Pending,28-07-2026
C0458,"Good morning, the window in my room doesnt close properly and lets in rain during storms. Kindly resolve at the earliest.",Public,A,Ground,8,Window,for almost a week,1,1,Medium,In Progress,21-06-2026
C0459,"Hi, one of my shirts came back from laundry with a tear that wasnt there before, for the last few days. pls fix asap",Public,C,Fourth,49,Laundry,for close to a fortnight,2,1,Low,Resolved,31-05-2026
C0460,"Quick complaint, my roommate and i have been having constant arguments over shared space and it has gotten pretty tense. Kindly resolve at the earliest.",Private,C,Ground,4,Security,for 4 days now,2,2,Medium,Pending,05-07-2026
C0461,"Respected Warden, shower in the common bathroom only gives cold water no matter how long you wait, since Tuesday. Hope this gets resolved soon.",Public,A,Third,36,Washroom,for almost a week,9,6,Medium,Pending,22-07-2026
C0462,"Good morning, cockroaches have taken over the kitchen area of the mess, its becoming unhygienic. Please look into this.",Public,C,Fourth,45,Pest Control,since 30 minutes,51,12,High,Resolved,19-03-2026
C0463,The main electrical panel for our floor is making a buzzing sound constantly. Kindly send someone to check.,Public,A,First,19,Electricity,since 30 minutes,33,19,High,In Progress,25-04-2026
C0464,"Hello, someone parked a bike blocking the fire exit near the parking area, for the past 2 days.",Public,A,Second,24,Parking,since yesterday,21,5,Medium,In Progress,29-06-2026
C0465,The mess only had one curry option today which felt less compared to usual. Not happy about this at all.,Public,B,Third,40,Mess,since noon,5,1,Low,Pending,12-06-2026
C0466,"Hi, the timing of water supply keeps shifting and nobody tells us in advance. Need this fixed soon.",Public,A,First,13,Water Supply,for a month now,10,3,Medium,Rejected,17-02-2026
C0467,"One bulb in the corridor near the stairs has fused and needs replacing, since Monday.",Public,C,Third,34,Light,for 5 hours,8,1,Low,Resolved,09-03-2026
C0468,"Hey, power has been cutting on and off every hour on our floor since yesterday. Not happy about this at all.",Public,A,First,20,Electricity,for the last few days,23,11,High,Resolved,16-06-2026
C0469,"Dear Warden, there is a rat moving around the store room near the common area at night. Someone please check this.",Public,A,Third,31,Pest Control,for 6 days,28,24,High,In Progress,28-05-2026
C0470,The laundry service keeps delaying pickups by almost a week now. Please look into this.,Public,A,Third,32,Laundry,for 3-4 days now,2,1,Medium,Pending,15-07-2026
C0471,"Hey, there hasnt been any drinking water in the cooler since this morning. Would help a lot if this got fixed.",Public,B,Second,22,Water Cooler,for 3-4 days now,21,9,Medium,In Progress,12-07-2026
C0472,"Respected Warden, the wifi on our floor becomes almost unusable every evening after 8. Please treat this as urgent.",Public,C,First,13,WiFi,since 2 hours,30,6,Medium,In Progress,27-05-2026
C0473,"Dear Warden, one of my shirts came back from laundry with a tear that wasnt there before.",Public,A,Second,22,Laundry,since yesterday,2,1,Low,In Progress,04-05-2026
C0474,"Respected Warden, mattress has a musty smell that wont go away even after airing it out, since Tuesday. Kindly resolve at the earliest.",Public,A,Ground,8,Mattress,since this afternoon,1,1,Medium,Pending,08-07-2026
C0475,"Quick complaint, paint on the study table in my room is peeling off badly. Please treat this as urgent.",Public,C,Third,40,Furniture,since the weekend,1,1,Low,In Progress,18-05-2026
C0476,"Madam, the dustbin in the common area has gone missing since last week. This needs urgent attention.",Public,C,Ground,3,Furniture,since 2 hours,2,0,Low,In Progress,12-02-2026
C0477,"Sir, shower in the common bathroom only gives cold water no matter how long you wait, for almost a week. Not happy about this at all.",Public,C,First,16,Washroom,since the weekend,20,16,Medium,Pending,20-04-2026
C0478,"Good morning, the security guard at the main gate was missing for almost the entire night. Please look into this.",Public,A,Second,27,Security,since 30 minutes,61,35,High,Pending,21-07-2026
C0479,"Hello, mess timing keeps changing without any notice and we end up missing meals. This is getting really frustrating.",Public,B,Ground,7,Mess,since Monday,34,6,Medium,Resolved,19-06-2026
C0480,"Respected Warden, cctv camera near the back gate hasnt been working for over a week. Kindly resolve at the earliest.",Public,A,Second,27,Security,since two days back,41,10,High,Pending,22-07-2026
C0481,Window latch in my room is a bit stiff but still usable. Kindly send someone to check.,Public,B,Second,28,Window,for more than 10 days,1,1,Low,Pending,27-07-2026
C0482,"Sir, the wifi on our floor becomes almost unusable every evening after 8, for close to a fortnight.",Public,A,Fourth,50,WiFi,for the past 3 days,29,21,Medium,In Progress,28-05-2026
C0483,"Dear Warden, wifi speed in the corner rooms is always weaker than the rest of the floor. Please look into this.",Public,C,Fourth,46,WiFi,for 5 hours,3,1,Low,Resolved,29-01-2026
C0484,"Respected Warden, shower in the common bathroom only gives cold water no matter how long you wait, for the past 3 days. pls fix asap",Public,B,First,13,Washroom,for 2 weeks now,17,4,Medium,In Progress,17-07-2026
C0485,"Good morning, cctv camera near the back gate hasnt been working for over a week. This needs urgent attention.",Public,B,Fourth,46,Security,for 4 days now,39,18,High,Pending,30-07-2026
C0486,"Dear Warden, garbage from the bins near the entrance hasnt been cleared in three days. Please look into this.",Public,A,Second,21,Cleanliness,since last night,11,4,Medium,Resolved,06-05-2026
C0487,"Hey, garbage from the bins near the entrance hasnt been cleared in three days.",Public,A,Fourth,50,Cleanliness,for 2 weeks now,16,6,Medium,Pending,06-07-2026
C0488,"Just wanted to mention, there was a complete power outage on our floor for almost the entire night. Please look into this.",Public,B,Third,31,Electricity,for 5 hours,27,17,High,Rejected,29-05-2026
C0489,"Respected Warden, water from the bathroom drain backs up every time someone upstairs uses the washroom, for 3-4 days now. Someone please check this.",Public,A,First,20,Drainage,for a month now,16,11,High,Pending,08-07-2026
C0490,"Hello, main door of our block doesnt close properly at night which feels unsafe. pls fix asap",Public,B,Ground,3,Door,since last night,2,1,Medium,In Progress,31-05-2026
C0491,"Hello, clothes ive dropped for washing four days back still havent been returned. Kindly send someone to check.",Public,B,Fourth,43,Laundry,since last Friday,5,1,Medium,In Progress,17-05-2026
C0492,"Respected Warden, the food served at dinner today tasted undercooked and a few of us felt uneasy after eating it. This is getting really frustrating.",Public,B,First,13,Mess,since last week,29,6,High,In Progress,19-05-2026
C0493,The same menu has been repeated for four days in a row now. Kindly send someone to check.,Public,C,Ground,10,Mess,since last week,40,31,Medium,In Progress,30-06-2026
C0494,"Excuse me, the laundry service keeps delaying pickups by almost a week now. Someone please check this.",Public,B,Third,38,Laundry,for the past few hours,2,1,Medium,Resolved,31-05-2026
C0495,"Good morning, someone parked a bike blocking the fire exit near the parking area. Not happy about this at all.",Public,B,Third,39,Parking,for almost 2 weeks,23,19,Medium,In Progress,18-02-2026
C0496,"To whoever is in charge, the light outside our room door has been dim for a while now, might need changing. Would appreciate a quick fix.",Public,A,Fourth,49,Light,since Monday,4,1,Low,In Progress,19-07-2026
C0497,"Madam, someone parked a bike blocking the fire exit near the parking area, since two days back. Thanks in advance.",Public,A,First,11,Parking,since last Friday,23,4,Medium,Pending,07-07-2026
C0498,"Madam, the washroom light on our floor stays off no matter how many times we flip the switch. Kindly resolve at the earliest.",Public,C,First,13,Light,since this afternoon,1,0,Medium,In Progress,01-06-2026
C0499,"Excuse me, the laundry service keeps delaying pickups by almost a week now.",Public,C,Ground,5,Laundry,for over a week,2,1,Medium,Pending,21-07-2026
C0500,"Hi, there was a complete power outage on our floor for almost the entire night. Someone please check this.",Public,B,Ground,7,Electricity,since last night,40,28,High,Pending,20-07-2026
C0501,"Dear Warden, one of the washroom doors doesnt latch shut properly, for the past 2 days. Thanks in advance.",Public,A,Second,30,Washroom,for 5 hours,13,4,Medium,Pending,07-07-2026
C0502,"Dear Warden, mattress has a musty smell that wont go away even after airing it out. Would help a lot if this got fixed.",Public,B,Second,27,Mattress,since this evening,1,0,Medium,Pending,28-07-2026
C0503,"Respected Warden, mess timing keeps changing without any notice and we end up missing meals. Thanks in advance.",Public,C,Ground,10,Mess,since two days back,38,26,Medium,Resolved,27-02-2026
C0504,"Hey, water keeps seeping in through the wall near the window during heavy rain, for more than 10 days. This is getting really frustrating.",Public,C,Ground,8,Leakage,for almost a week,2,1,High,Resolved,20-01-2026
C0505,"Sir, there is a rat moving around the store room near the common area at night. This is getting really frustrating.",Public,B,Ground,4,Pest Control,for 4 days now,43,17,High,In Progress,15-03-2026
C0506,"Sir, there was a complete power outage on our floor for almost the entire night. Kindly send someone to check.",Public,B,Second,27,Electricity,for 5 hours,30,25,High,Pending,30-07-2026
C0507,"Just wanted to mention, the chair in my room has a broken leg and wobbles every time i sit on it, since this morning. Please treat this as urgent.",Public,A,Fourth,43,Furniture,for 2 weeks now,2,1,Low,Resolved,20-05-2026
C0508,"Water from the bathroom drain backs up every time someone upstairs uses the washroom, since last Friday. Not happy about this at all.",Public,B,Third,36,Drainage,since this morning,34,29,High,Resolved,04-05-2026
C0509,"Respected Warden, main entrance door of our block has been stuck half open for two days, anyone could walk in at night. Would help a lot if this got fixed.",Public,B,Third,33,Door,since Monday,31,8,High,Pending,06-07-2026
C0510,"Respected Warden, the timing of water supply keeps shifting and nobody tells us in advance. Would appreciate a quick fix.",Public,B,Ground,3,Water Supply,since Monday,24,20,Medium,Pending,23-07-2026
C0511,"Respected Warden, shower in the common bathroom only gives cold water no matter how long you wait. Hope this gets resolved soon.",Public,C,Ground,3,Washroom,for the past 2 days,15,8,Medium,In Progress,17-06-2026
C0512,"Just wanted to mention, wifi speed in the corner rooms is always weaker than the rest of the floor. This is getting really frustrating.",Public,C,Ground,2,WiFi,for close to a fortnight,5,1,Low,In Progress,29-04-2026
C0513,"Good morning, construction work outside starts really early and disturbs everyone trying to study, for the past 2 days. Would appreciate a quick fix.",Public,B,Second,25,Noise,for 5 hours,25,16,Medium,In Progress,30-06-2026
C0514,"Quick complaint, the tube light in my room has been flickering non stop since two days. pls fix asap",Public,C,Fourth,41,Light,since Monday,2,1,Medium,Pending,10-06-2026
C0515,The drain outside our block has been blocked for two days and water is starting to overflow. Someone please check this.,Public,A,Fourth,48,Drainage,for almost a week,31,14,High,Pending,09-07-2026
C0516,"Hey, the pipe behind the washroom wall is leaking and the floor stays wet all the time, since last Friday. Would help a lot if this got fixed.",Public,A,Fourth,49,Leakage,since Thursday,7,4,High,In Progress,18-07-2026
C0517,"Dear Warden, some students have been playing loud music till 2 am every night this week. pls fix asap",Public,A,Ground,6,Noise,for almost 2 weeks,49,32,High,Pending,07-05-2026
C0518,"Good morning, water only comes for about an hour in the morning which is barely enough for everyone. Hope this gets resolved soon.",Public,B,Third,40,Water Supply,since the weekend,12,6,Medium,Resolved,10-05-2026
C0519,"To whoever is in charge, window pane in the common room cracked after the wind last night.",Public,C,Fourth,42,Window,since this afternoon,1,1,Medium,In Progress,10-06-2026
C0520,"Good morning, the staircase landing on our floor has not been mopped in over a week.",Public,A,Fourth,49,Cleanliness,since last week,19,11,Medium,Resolved,28-04-2026
