Complaint_ID,Complaint_Text,Complaint_Type,Block,Floor,Room_No,Category,Duration_Standardized,Support_Count,Priority,Status,Complaint_Date
C0619,Internet in the study hall completely stopped working since yesterday afternoon.,Public,A,Third,40,Internet,5 hours,6,Medium,Pending,29-07-2026
C0620,Theres a loud grinding sound from the fan in the common reading room every time its turned on.,Public,A,First,16,Fan,5 hours,11,Medium,In Progress,01-02-2026
C0621,Last nights windy weather left a crack in the common room window pane.,Public,B,Fourth,47,Window,2 days,2,Medium,Rejected,20-02-2026
C0622,"The chair in my room wobbles every time I use it, a leg is broken.",Public,B,Second,26,Furniture,12 days,2,Low,Resolved,01-02-2026
C0623,"Cycle stand by the block entrance is packed, barely any room to park.",Public,A,Ground,5,Parking,6 days,10,Low,In Progress,25-06-2026
C0624,My rooms ethernet port stopped working a few days ago.,Public,A,Third,40,Internet,1 hour,2,Medium,Resolved,08-03-2026
C0625,"Washroom on our floor is in a pretty bad state, hasnt been cleaned properly for a while now.",Public,C,Ground,3,Washroom,6 hours,13,Medium,In Progress,20-05-2026
C0626,A bike has been parked right in front of the fire exit near the parking area for a couple of days now.,Public,B,First,19,Parking,13 days,7,Medium,Resolved,02-05-2026
C0627,Connection keeps dropping every few minutes making it hard to attend online classes.,Public,B,Second,23,WiFi,6 hours,3,Medium,In Progress,17-02-2026
C0628,Barely any space left in the cycle stand near the block entrance these days.,Public,B,Fourth,42,Parking,8 hours,8,Low,Resolved,09-05-2026
C0629,Found bed bugs in my mattress and they have started biting at night.,Public,A,Second,23,Pest Control,8 days,38,High,Pending,26-07-2026
C0630,The fan in my room stopped working two days back and with this heat its become really hard to sleep.,Public,C,First,13,Fan,8 days,1,High,Pending,20-07-2026
C0632,Some money was taken from my drawer during the weekend while I was gone.,Private,C,Fourth,49,Security,3 hours,0,High,Resolved,12-02-2026
C0633,"Lift doors here dont close all the way but the lift still moves, feels unsafe.",Public,A,Third,34,Lift,5 hours,9,High,In Progress,22-05-2026
C0634,Water cooler on our floor has stopped giving cold water since two days.,Public,B,Fourth,43,Water Cooler,1 day,6,Medium,Resolved,23-05-2026
C0635,The staircase landing on our floor has not been mopped in over a week.,Public,A,Second,23,Cleanliness,2 days,12,Medium,In Progress,11-04-2026
C0636,My room fan stopped working a couple of days ago and sleeping has been rough in this heat.,Public,C,Third,31,Fan,6 days,1,High,In Progress,31-05-2026
C0638,"There are quite a few mosquitoes near the washroom area every evening, for almost a week.",Public,C,Ground,3,Pest Control,6 days,15,Medium,In Progress,25-04-2026
C0639,"Ceiling fan in my room has slowed down to almost half speed even on the highest setting, for 3-4 days now.",Public,B,Third,33,Fan,4 days,1,High,Rejected,10-06-2026
C0640,Construction outside begins really early and makes studying almost impossible.,Public,C,Third,40,Noise,1 week,19,Medium,Resolved,16-05-2026
C0641,The water cooler on our floor makes a loud buzzing noise.,Public,A,Third,36,Water Cooler,4 days,1,Low,Resolved,23-05-2026
C0642,My laptop went missing from my room during the time I was out for dinner.,Private,B,Third,33,Security,2 days,0,High,Pending,08-07-2026
C0643,There is a constant leak near the washroom entrance and the floor is always slippery.,Public,A,Second,21,Washroom,2 days,4,High,Resolved,27-02-2026
C0646,Paint is peeling badly off the study table in my room.,Public,B,Fourth,43,Furniture,12 days,0,Low,Pending,26-07-2026
C0647,"Drain outside our block has been clogged for two days, water is starting to overflow onto the path.",Public,B,Ground,5,Drainage,6 days,8,High,Resolved,31-05-2026
C0649,"Cobwebs keep collecting in the corridor corner, doesnt look like anyone has cleaned it.",Public,B,Fourth,47,Cleanliness,8 days,3,Low,Resolved,22-03-2026
C0650,Sleeping has gotten uncomfortable because my mattress has flattened out completely.,Public,A,Second,21,Mattress,6 hours,0,Low,In Progress,05-06-2026
C0651,"It looks like someone rifled through my drawer while I was out, a few things arent where I left them.",Private,B,Second,23,Security,4 days,0,Medium,In Progress,12-02-2026
C0652,Window sills in the common area have a thick layer of dust on them.,Public,B,Fourth,50,Cleanliness,3 days,5,Low,Pending,09-07-2026
C0653,"Dust has built up all over the common room, doesnt look like its been swept in days.",Public,A,Third,35,Cleanliness,1 day,16,Medium,Resolved,06-06-2026
C0654,"For two days our washroom has smelled terrible, everyone is avoiding it.",Public,B,Third,37,Washroom,2 hours,7,High,In Progress,21-05-2026
C0656,The bed frame in my room creaks loudly and one leg feels loose.,Public,A,Third,32,Furniture,5 hours,0,Medium,In Progress,16-07-2026
C0657,"Only cold water comes out of the common bathroom shower, however long you wait.",Public,B,Ground,9,Washroom,2 days,3,Medium,In Progress,04-02-2026
C0658,Fan in the common reading room grinds loudly whenever someone switches it on.,Public,C,Ground,6,Fan,1 week,3,Medium,In Progress,30-05-2026
C0659,There was zero water supply on our floor pretty much the entire morning.,Public,A,Fourth,48,Water Supply,2 hours,20,High,Pending,04-05-2026
C0661,"Water pressure has dropped so low that filling even one bucket takes forever, for more than 10 days.",Public,A,Fourth,44,Water Supply,4 days,16,High,Rejected,28-06-2026
C0662,"Internet connection drops out every few minutes, makes attending online classes really difficult.",Public,B,First,18,WiFi,3 hours,15,Medium,In Progress,28-05-2026
C0663,One of the washroom doors just wont latch shut anymore.,Public,C,Third,35,Washroom,6 days,4,Medium,Resolved,10-06-2026
C0664,Loud shouting from the neighboring room went on well past midnight again.,Public,C,Ground,4,Noise,1 week,9,High,In Progress,24-03-2026
C0665,"A few of us felt unwell after dinner today, the food seemed undercooked.",Public,C,Second,25,Mess,2 days,26,High,Pending,23-07-2026
C0666,Cold water from our floors water cooler stopped working two days ago.,Public,C,Second,28,Water Cooler,2 days,13,Medium,In Progress,13-04-2026
C0667,My bed frame creaks loudly and one of the legs feels loose.,Public,A,Third,33,Furniture,2 hours,2,Medium,In Progress,12-06-2026
C0668,Someone in the room next door was shouting loudly late into the night again.,Public,A,First,15,Noise,3 days,25,High,Pending,14-06-2026
C0669,Mosquitoes gather near the washroom area pretty badly every evening.,Public,A,Third,39,Pest Control,6 days,5,Medium,In Progress,09-06-2026
C0673,Laundry sent back one of my shirts with a tear in it that wasnt there before I dropped it off.,Public,A,Second,30,Laundry,2 weeks,1,Low,In Progress,21-06-2026
C0674,Its been close to a week and laundry still hasnt been picked up on time.,Public,C,Fourth,48,Laundry,3 hours,2,Medium,Resolved,26-05-2026
C0675,My room tube light has been flickering nonstop for the past two days.,Public,C,Second,22,Light,5 hours,1,Medium,In Progress,16-06-2026
C0676,"The washroom on our floor hasnt been cleaned properly in a while, since last week.",Public,A,Fourth,41,Washroom,6 days,4,Medium,Pending,13-07-2026
C0677,My rooms door handle feels wobbly and looks like it could come off any time.,Public,A,Ground,9,Door,5 hours,1,Low,In Progress,28-05-2026
C0679,Laundry pickup delays have stretched to almost a week at this point.,Public,A,Fourth,46,Laundry,1 week,0,Medium,In Progress,15-04-2026
C0680,"Foul smell has taken over our floors common washroom for two days now, nobody wants to go in.",Public,B,Third,32,Washroom,2 weeks,14,High,Pending,04-05-2026
C0681,"We only get about an hour of water in the morning, not really enough for everyone.",Public,B,First,16,Water Supply,3 hours,15,Medium,Resolved,03-05-2026
C0682,Construction outside starts way too early and makes it hard to focus on studying.,Public,A,Third,32,Noise,4 days,22,Medium,Resolved,14-03-2026
C0683,Someone parked a bike blocking the fire exit near the parking area.,Public,C,Ground,3,Parking,3 days,9,Medium,In Progress,15-07-2026
C0685,Water supply timings change often without any prior notice to us.,Public,B,Second,30,Water Supply,2 days,14,Medium,In Progress,20-07-2026
C0686,Door handle in my room is loose and seems close to falling off.,Public,B,Third,37,Door,3 hours,1,Low,Pending,07-04-2026
C0687,"There is a water leakage from the ceiling in my room every time it rains, for almost 2 weeks.",Public,A,Ground,8,Leakage,5 hours,1,High,Rejected,27-01-2026
C0688,"Flipping the switch does nothing, the washroom light on our floor just wont come on.",Public,B,Fourth,48,Light,2 hours,1,Medium,Pending,20-07-2026
C0689,Rain gets into my room during storms because the window doesnt shut properly.,Public,C,Ground,2,Window,6 hours,2,Medium,Pending,11-06-2026
C0690,Window pane in the common room cracked after the wind last night.,Public,A,Ground,4,Window,2 days,1,Medium,In Progress,30-06-2026
C0691,Ethernet connection in my room hasnt worked for the past several days.,Public,C,First,15,Internet,2 days,10,Medium,Resolved,01-02-2026
C0693,Main gate had no security guard on duty for almost the whole night.,Public,A,Fourth,48,Security,2 hours,55,High,Resolved,23-03-2026
C0694,Noticed the tap water is cloudy and smells off lately.,Public,B,Fourth,43,Water Supply,1 day,10,Medium,Resolved,01-04-2026
C0696,My laundry bag got swapped with another students by mistake.,Public,B,Second,24,Laundry,2 days,0,Low,In Progress,31-05-2026
C0697,"The window in my room doesnt close properly and lets in rain during storms, for the past 2 days.",Public,C,First,18,Window,4 hours,2,Medium,In Progress,20-06-2026
C0698,Hard to get any studying done with how early the outside construction starts.,Public,C,Ground,1,Noise,4 days,9,Medium,In Progress,29-04-2026
C0699,The switchboard cover in my room is cracked and the wiring is slightly exposed.,Public,C,Ground,8,Electricity,2 hours,3,Medium,In Progress,12-06-2026
C0700,"Theres a leak from the pipe behind the washroom wall, the floor stays wet constantly.",Public,A,Third,31,Leakage,13 days,2,High,Rejected,05-04-2026
C0701,"No one seems to have cleaned the corridor corner in a while, cobwebs are piling up there.",Public,A,Third,38,Cleanliness,5 hours,5,Low,In Progress,09-06-2026
C0702,Four days since I gave my clothes for washing and theyre still not back yet.,Public,B,Fourth,42,Laundry,8 days,2,Medium,In Progress,20-05-2026
C0703,The common area dustbin has been missing for about a week now.,Public,B,Fourth,41,Furniture,1 day,1,Low,In Progress,25-06-2026
C0704,"We never get advance notice when the water supply schedule changes, it just shifts randomly.",Public,B,Second,22,Water Supply,8 hours,10,Medium,Rejected,28-05-2026
C0705,My laptop got stolen from my room while I had gone out for dinner.,Private,C,First,14,Security,5 hours,0,High,Resolved,09-06-2026
C0706,"The area near the washroom entrance keeps leaking, floor stays slippery all the time.",Public,A,Third,38,Washroom,1 week,17,High,Pending,06-07-2026
C0707,It feels unsafe that the lift starts moving even though the doors havent shut properly.,Public,A,Third,31,Lift,6 days,46,High,Pending,28-05-2026
C0708,"Our floors water tank seems to have run completely dry, taps just make noise with no water.",Public,B,Ground,9,Water Supply,6 hours,6,High,Resolved,19-06-2026
C0709,Loud shouting from next door went on past midnight once more.,Public,C,Second,27,Noise,2 weeks,29,High,Resolved,02-05-2026
C0710,Clothes I dropped off for washing four days ago still havent come back.,Public,C,Ground,5,Laundry,4 days,1,Medium,In Progress,25-03-2026
C0711,WiFi signal in the corner rooms is noticeably weaker than everywhere else on the floor.,Public,B,Second,22,WiFi,2 days,1,Low,In Progress,20-05-2026
C0712,"Construction work outside starts really early and disturbs everyone trying to study, since 30 minutes.",Public,C,Third,40,Noise,6 days,8,Medium,In Progress,18-05-2026
C0715,"Got the wrong laundry bag back this time, it got mixed up with someone elses.",Public,C,Second,23,Laundry,1 week,0,Low,In Progress,07-06-2026
C0716,"Someone has been messaging me repeatedly even after i asked them to stop, its starting to make me uncomfortable, for more than 10 days.",Private,B,First,12,Security,1 week,0,Medium,In Progress,26-06-2026
C0717,The switchboard cover in my room is cracked and I can see some wiring exposed.,Public,A,First,18,Electricity,3 days,5,Medium,In Progress,03-06-2026
C0718,Bins near the entrance havent been emptied in three days and garbage is piling up.,Public,C,First,14,Cleanliness,4 hours,8,Medium,Pending,15-07-2026
C0719,Flush near the stairwell washroom has completely stopped working.,Public,A,Ground,10,Washroom,4 days,13,High,In Progress,09-06-2026
C0721,It feels risky that the lift keeps moving even when the doors dont shut all the way.,Public,A,Fourth,50,Lift,5 hours,12,High,Pending,16-07-2026
C0722,"The tank supplying our floor seems to have run dry, taps are just making noise with no water coming out, since this afternoon.",Public,B,Second,23,Water Supply,2 hours,31,High,In Progress,06-05-2026
C0723,"Flush in the washroom near the stairs has completely stopped working, since this afternoon.",Public,B,Ground,6,Washroom,4 days,4,High,Resolved,24-05-2026
C0724,The washroom flush by the stairs isnt working at all anymore.,Public,A,First,19,Washroom,4 days,17,High,Resolved,06-02-2026
C0725,Wind last night caused the window pane in the common room to crack.,Public,B,First,14,Window,4 hours,1,Medium,In Progress,15-07-2026
C0726,"There is standing dirty water near the back entrance because the drain wont clear, for 2 weeks now.",Public,B,Ground,5,Drainage,1 week,5,High,Resolved,08-05-2026
C0727,"No matter how many times we flip the switch, the washroom light on our floor wont turn on.",Public,C,Second,30,Light,3 days,1,Medium,Pending,09-07-2026
C0728,"Common room is dusty all over, doesnt seem to have been swept in days.",Public,C,Fourth,43,Cleanliness,1 day,3,Medium,In Progress,05-07-2026
C0729,My mattress still smells musty even after airing it out for a while.,Public,A,Second,28,Mattress,1 day,0,Medium,In Progress,07-06-2026
C0733,"Midnight shouting from the room next door happened again, kept everyone up.",Public,A,Third,36,Noise,1 hour,27,High,In Progress,15-04-2026
C0734,"My connection drops constantly, making it really hard to attend online classes.",Public,A,Fourth,45,WiFi,2 hours,26,Medium,Pending,27-07-2026
C0735,Someone took my laptop from my room while I had stepped out for dinner.,Private,A,Third,36,Security,4 days,0,High,Resolved,17-05-2026
C0736,Its really hard to study with construction noise starting so early outside.,Public,A,Third,34,Noise,4 weeks,18,Medium,Pending,22-07-2026
C0737,The stairwell washroom flush is completely non-functional right now.,Public,C,Third,32,Washroom,5 hours,10,High,In Progress,11-06-2026
C0738,The roti at todays meal was undercooked on one side.,Public,B,Second,21,Mess,8 hours,4,Low,Pending,07-07-2026
C0740,"Our floor washroom has had a bad smell for two days, nobody wants to use it.",Public,C,First,20,Washroom,2 days,13,High,In Progress,15-05-2026
C0742,Laundry pickups have been delayed by almost a week now.,Public,C,Third,34,Laundry,5 hours,3,Medium,Pending,18-07-2026
C0743,Power on our floor keeps cutting on and off every hour since yesterday.,Public,A,Fourth,49,Electricity,2 days,17,High,Pending,13-07-2026
C0744,Corner rooms always seem to get worse wifi than the rest of the floor.,Public,B,First,16,WiFi,1 hour,3,Low,In Progress,03-04-2026
C0745,For a while now the light outside our door has been dim and flickering.,Public,A,Third,36,Light,4 days,7,Low,Pending,31-07-2026
C0746,The corridor bulb near the stairs has fused and needs to be changed.,Public,B,Ground,6,Light,1 week,2,Low,Pending,28-07-2026
C0747,"Cockroaches have taken over the kitchen area of the mess, its becoming unhygienic.",Public,B,Fourth,44,Pest Control,5 hours,11,High,Resolved,10-05-2026
C0748,"Power keeps flickering on and off every hour on our floor, been happening since yesterday.",Public,A,Ground,9,Electricity,4 hours,9,High,Pending,20-07-2026
C0750,"Washroom entrance has a persistent leak, the floor is always wet.",Public,C,Second,23,Washroom,3 hours,24,High,In Progress,16-05-2026
C0751,"Main entrance door of our block has been stuck half open for two days, anyone could walk in at night.",Public,B,First,15,Door,6 days,22,High,Resolved,03-04-2026
C0752,"Vegetables in lunch today werent washed properly, could actually see mud on them.",Public,B,Third,36,Mess,3 days,19,Medium,Resolved,31-01-2026
C0753,"The washroom door in my room doesnt lock properly, for the last few days.",Public,A,Second,27,Door,6 days,0,Medium,Rejected,22-02-2026
C0755,Since yesterday the power on our floor keeps switching off and on every hour or so.,Public,C,First,12,Electricity,1 day,23,High,Resolved,27-03-2026
C0756,Tension has been building between my roommate and me over constant arguments about shared space.,Private,C,Third,40,Security,2 days,0,Medium,Pending,29-07-2026
C0758,My roommate and i have been having constant arguments over shared space and it has gotten pretty tense.,Private,A,Ground,6,Security,12 days,0,Medium,In Progress,19-04-2026
C0760,"One bulb in the corridor near the stairs has fused and needs replacing, for 3-4 days now.",Public,C,Ground,8,Light,1 hour,1,Low,Pending,07-07-2026
C0762,Bed bugs have shown up in my mattress and theyve started biting at night.,Public,C,Second,29,Pest Control,8 days,20,High,Pending,23-07-2026
C0764,"Cleanliness of our floor washroom has really slipped, doesnt seem to have been cleaned in a while.",Public,A,Third,38,Washroom,1 day,10,Medium,Resolved,21-02-2026
C0765,For two days the tube light in my room has been flickering without stopping.,Public,A,Second,29,Light,2 days,1,Medium,Resolved,25-05-2026
C0768,Cant get rid of the musty smell on my mattress no matter how much I air it out.,Public,B,Third,31,Mattress,2 days,0,Medium,Resolved,09-03-2026
C0769,Someone took cash from my drawer while i was away for the weekend.,Private,A,Fourth,46,Security,4 weeks,0,High,Resolved,05-05-2026
C0770,"Our floor washroom has smelled awful for two days now, its unusable at this point.",Public,B,Second,21,Washroom,3 days,15,High,In Progress,10-07-2026
C0772,"There is a water leakage from the ceiling in my room every time it rains, since 30 minutes.",Public,C,Third,34,Leakage,3 days,3,High,In Progress,29-05-2026
C0773,"The pipe behind the washroom wall is leaking and the floor stays wet all the time, for the last few days.",Public,C,Ground,4,Leakage,1 day,2,High,Pending,27-07-2026
C0774,"Fan in my room hasnt worked for a couple of days now, really tough sleeping in this heat.",Public,C,Ground,10,Fan,1 day,2,High,Rejected,24-06-2026
C0776,Mess timing keeps changing without any notice and we end up missing meals.,Public,C,Second,29,Mess,2 hours,18,Medium,Pending,15-07-2026
C0777,"Theres a constant leak near the washroom entrance, floor is always wet and slippery.",Public,A,Second,28,Washroom,12 days,17,High,Pending,29-07-2026
C0778,One of the washroom doors wont latch shut properly anymore.,Public,C,Third,34,Washroom,6 hours,9,Medium,In Progress,03-07-2026
C0779,"No matter how long you wait, the common bathroom shower only puts out cold water.",Public,B,Second,26,Washroom,2 days,2,Medium,In Progress,31-05-2026
C0781,The mess menu has repeated for four straight days now.,Public,A,Fourth,44,Mess,1 week,17,Medium,In Progress,22-05-2026
C0783,"The washroom on our floor hasnt been cleaned properly in a while, for a month now.",Public,A,First,14,Washroom,2 hours,10,Medium,Resolved,27-05-2026
C0784,There's a constant buzzing coming from the floors electrical panel.,Public,A,Second,27,Electricity,6 days,11,High,In Progress,18-07-2026
C0785,Window in the common room cracked after last nights wind.,Public,B,First,16,Window,1 day,1,Medium,Pending,12-05-2026
C0787,The common bathroom shower has stopped giving hot water entirely.,Public,A,First,15,Washroom,1 day,8,Medium,Pending,08-07-2026
C0789,My rooms tube light has been flickering nonstop for two days straight.,Public,C,Second,28,Light,1 day,2,Medium,In Progress,22-06-2026
C0790,Laundry bag i submitted got mixed up with someone elses this time.,Public,C,First,17,Laundry,12 days,2,Low,Resolved,17-06-2026
C0792,"Got someone elses laundry bag by mistake again, mine got mixed up.",Public,C,First,17,Laundry,4 weeks,0,Low,Resolved,21-01-2026
C0793,"Mess served just one curry today, felt like less than the usual variety.",Public,A,Third,33,Mess,6 hours,3,Low,Resolved,29-03-2026
C0794,Theres a buildup of cobwebs in the corridor corner that hasnt been addressed.,Public,A,First,20,Cleanliness,6 days,1,Low,Pending,11-07-2026
C0796,"Theres a faint rattle coming from my fan blade, not serious yet but noticeable.",Public,B,First,20,Fan,2 days,1,Low,In Progress,29-05-2026
C0797,Rooms in the corner get noticeably weaker wifi signal compared to the rest of the floor.,Public,C,Second,24,WiFi,4 days,3,Low,Resolved,18-04-2026
C0799,Common areas dustbin disappeared last week and hasnt been replaced.,Public,A,First,17,Furniture,6 days,1,Low,Pending,15-07-2026
C0800,Loud music from some students rooms has been going on till 2am all week.,Public,C,Fourth,49,Noise,6 days,32,High,Resolved,20-05-2026
C0801,The AC in our room switches off on its own after running for about ten minutes.,Public,C,First,12,AC,2 hours,4,Medium,Resolved,24-07-2026
C0802,Water is leaking from the AC unit and pooling near the study table.,Public,A,Second,25,AC,1 day,9,High,Pending,14-03-2026
C0803,"AC has been making a loud rattling noise whenever it's switched on, since last night.",Public,B,First,13,AC,1 day,7,Medium,In Progress,08-07-2026
C0804,"We've been asking for the AC gas refill for two weeks now, it just blows room-temperature air.",Public,B,Ground,9,AC,3 hours,6,Medium,Resolved,16-06-2026
C0805,"The remote for the room AC is missing, so we can't control the temperature at all.",Public,B,Ground,7,AC,3 days,0,Low,Resolved,23-01-2026
C0807,"The AC filter looks like it hasn't been cleaned in months, dust comes out every time it's switched on.",Public,A,Ground,9,AC,12 days,3,Low,Pending,22-01-2026
C0808,AC installed in our room over a month ago still hasn't been connected to power.,Public,C,Ground,9,AC,4 days,4,Medium,Resolved,18-07-2026
C0809,The AC in the common room hasn't cooled properly all summer despite multiple complaints.,Public,C,Second,29,AC,3 days,6,High,Pending,13-03-2026
C0810,There's a constant dripping sound from the AC vent at night that's affecting sleep.,Public,A,Second,28,AC,4 weeks,7,Medium,Resolved,28-03-2026
C0812,"The thermostat on the AC doesn't respond, it's stuck showing 16 degrees no matter what we set.",Public,A,Second,27,AC,6 days,3,Low,Resolved,28-03-2026
C0813,AC on my roommate's side of the room works fine but the vent on my side barely blows any air.,Public,A,Ground,3,AC,4 days,12,Medium,Pending,30-07-2026
C0814,Since the AC was serviced last week it's been leaking even more than before.,Public,C,Third,36,AC,1 day,11,High,Pending,08-02-2026
C0815,The AC compressor outside our window runs all night and is extremely loud.,Public,A,Fourth,47,AC,1 day,9,Medium,In Progress,17-04-2026
C0816,"AC power cable looks frayed near the switchboard, a bit worried about using it.",Public,A,Ground,6,AC,12 days,18,High,Pending,24-03-2026
C0817,"Requesting an AC for our room as promised during admission, it's been three months.",Public,A,Fourth,41,AC,8 days,4,Low,In Progress,13-05-2026
C0818,AC in the reading room has been off for weeks and it gets unbearably hot by afternoon.,Public,A,Second,29,AC,1 day,5,Medium,Pending,22-04-2026
C0819,"The AC only cools if you stand directly under the vent, rest of the room stays warm.",Public,B,Ground,2,AC,8 days,2,Low,Resolved,01-04-2026
C0820,"Mould has started forming around the AC vent in the ceiling, possibly from the leakage.",Public,A,First,20,AC,2 days,9,High,Resolved,12-06-2026
C0821,"The fire alarm on our floor didn't go off during yesterday's drill, not sure if it's even connected.",Public,A,First,14,Fire Safety,6 hours,17,High,In Progress,27-01-2026
C0822,Fire extinguisher near the stairwell looks like it expired over a year ago.,Public,C,Second,24,Fire Safety,2 days,13,High,Pending,05-02-2026
C0828,Fire extinguisher is missing from its usual spot near the lift on the Fourth floor.,Public,C,Fourth,43,Fire Safety,1 week,16,High,In Progress,21-07-2026
C0829,Exposed wiring is hanging loose from the ceiling near the water cooler on our floor.,Public,A,First,14,Fire Safety,5 hours,14,High,Pending,14-05-2026
C0830,The emergency exit sign near the staircase hasn't been lit for weeks now.,Public,A,Fourth,47,Fire Safety,4 days,15,Medium,Resolved,28-06-2026
C0831,"During the mock fire drill, the alarm was barely audible from our end of the corridor.",Public,B,First,19,Fire Safety,2 days,3,Medium,In Progress,10-07-2026
C0833,"The fire hose reel box on the Second floor is empty, there's no hose inside.",Public,A,Second,21,Fire Safety,4 days,13,High,Pending,28-04-2026
C0835,"Nobody seems to know where the assembly point is in case of a fire, there's no signage.",Public,C,Fourth,50,Fire Safety,1 week,6,Medium,Resolved,11-03-2026
C0836,The fire extinguisher pin is missing on the one kept near the reception.,Public,C,Fourth,48,Fire Safety,2 days,6,Medium,Pending,29-06-2026
C0837,Wires from the corridor light fitting are exposed and hanging just above head height.,Public,C,Ground,8,Fire Safety,2 hours,14,High,Pending,24-03-2026
C0838,"During the power cut last night, none of the emergency lights near the exits came on.",Public,A,First,13,Fire Safety,1 day,11,High,In Progress,25-07-2026
C0839,The staircase door meant for emergency exit sticks and takes a while to force open.,Private,B,Ground,9,Fire Safety,8 days,0,Medium,In Progress,24-03-2026
C0841,"A long crack has appeared across the wall behind my cupboard, seems to be getting wider.",Public,A,Ground,7,Structural,2 days,4,Medium,Resolved,13-03-2026
C0842,Plaster keeps falling off the wall near the window every time it rains.,Public,C,Ground,3,Structural,2 days,13,High,Resolved,22-05-2026
C0844,A section of the staircase railing on the Ground floor has come completely unscrewed from the wall.,Public,C,Ground,3,Structural,5 hours,12,High,Pending,09-07-2026
C0845,"There's visible water seepage on the wall shared with the bathroom, it's always damp.",Public,A,First,17,Structural,6 hours,9,Medium,Resolved,24-04-2026
C0846,"One of the floor tiles near the entrance has cracked and sticks up, tripped over it twice.",Public,C,Second,27,Structural,2 weeks,4,Medium,Resolved,31-05-2026
C0847,The wall in the corner of our room has a damp patch that smells musty.,Public,A,Ground,5,Structural,2 weeks,5,Medium,Resolved,18-01-2026
C0849,The staircase steps near the First floor landing feel uneven and slightly cracked.,Public,C,First,16,Structural,1 day,2,Medium,In Progress,01-04-2026
C0850,Roof of the terrace has a visible crack and lets rainwater seep into the floor below.,Private,A,Ground,7,Structural,5 hours,0,High,In Progress,12-05-2026
C0851,The handrail on the First floor staircase came completely loose from the wall today.,Public,A,First,11,Structural,4 days,17,High,Rejected,24-05-2026
C0852,There are hairline cracks spreading across the ceiling in the common room.,Private,A,Fourth,43,Structural,6 days,0,Low,In Progress,12-02-2026
C0853,Water seepage from the floor above has left a large brown patch on our ceiling.,Public,B,First,15,Structural,2 days,14,High,In Progress,20-06-2026
C0854,The outer wall near the balcony has started flaking paint and showing damp cracks.,Public,A,Fourth,44,Structural,4 days,5,Low,Pending,21-04-2026
C0856,The wall between our room and the next one has a crack running from floor to ceiling.,Private,C,Ground,6,Structural,2 days,0,High,In Progress,20-01-2026
C0857,Floor near the washroom entrance has sunk slightly and water collects there.,Private,A,Third,32,Structural,2 days,0,Medium,In Progress,04-04-2026
C0858,The false ceiling tile above the study table has visible water stains and looks weak.,Public,C,Third,34,Structural,8 hours,9,Medium,Rejected,18-03-2026
C0859,Bricks are visible where the plaster has completely come off near the stairwell window.,Public,B,Ground,10,Structural,3 hours,7,Medium,Resolved,06-02-2026
C0860,"The room above ours seems to have a leak, our ceiling has damp brown rings all over it.",Public,B,Second,28,Structural,6 hours,16,High,In Progress,29-07-2026
C0861,A junior in our block mentioned feeling pressured by seniors to do their laundry and errands every night.,Private,A,First,19,Ragging/Harassment,1 hour,0,High,Pending,17-02-2026
C0862,There have been repeated instances of a few seniors mocking and isolating a first-year student during meals.,Public,B,Ground,8,Ragging/Harassment,6 days,13,High,In Progress,27-02-2026
C0864,A resident reported being constantly taunted about their accent and background by roommates.,Private,B,Fourth,49,Ragging/Harassment,4 days,0,Medium,Pending,17-07-2026
C0865,Reporting that a group of seniors has been forcing juniors to avoid the common washroom during certain hours.,Private,B,Ground,5,Ragging/Harassment,2 days,0,Medium,Pending,06-07-2026
C0866,One of the freshers said they're being threatened with consequences if they report a minor rule that seniors are breaking.,Private,A,First,16,Ragging/Harassment,1 week,0,High,In Progress,28-05-2026
C0867,There's a pattern of a few residents being left out and openly ridiculed in the corridor group chat.,Private,B,First,18,Ragging/Harassment,1 day,0,Medium,Pending,20-03-2026
C0869,"Reporting late-night knocking and shouting outside a fresher's door by a group of students, seems intentional.",Public,B,First,11,Ragging/Harassment,2 weeks,15,High,Pending,06-06-2026
C0870,A junior was allegedly pressured into giving up their bed to a senior during a recent inspection week.,Private,B,Third,34,Ragging/Harassment,4 weeks,0,Medium,In Progress,13-03-2026
C0871,Some seniors have reportedly been collecting money from juniors under the guise of a 'welcome fund'.,Private,A,First,11,Ragging/Harassment,6 hours,0,High,Resolved,16-07-2026
C0872,A student confided that they're being repeatedly called demeaning nicknames by their wing-mates.,Private,C,Second,21,Ragging/Harassment,2 days,0,Medium,Pending,02-02-2026
C0874,"A group of freshers reported being pressured into extra chores in the mess as 'initiation', despite refusing.",Private,A,Ground,9,Ragging/Harassment,1 day,0,High,Resolved,28-03-2026
C0875,One student mentioned persistent online harassment from batchmates in the hostel group chat.,Private,B,First,18,Ragging/Harassment,4 days,0,Medium,Resolved,03-06-2026
C0877,I was allotted a triple-sharing room despite requesting a double as per my application.,Private,A,Second,28,Room Allocation,1 week,0,Medium,Pending,05-03-2026
C0878,"My roommate and I have completely mismatched schedules and it's leading to constant friction, requesting reallocation.",Public,A,Fourth,42,Room Allocation,1 day,11,Medium,Resolved,03-07-2026
C0879,I've been waiting three weeks for the room change I requested after the original allotment was incorrect.,Public,A,Ground,7,Room Allocation,4 days,7,Medium,Resolved,04-05-2026
C0880,Was placed in a different block even though I specifically requested proximity to my department.,Private,B,First,17,Room Allocation,4 weeks,0,Low,In Progress,21-07-2026
